"Medicare Part D Opioid Prescribing Rates from Calendar Year 2016,",,,,,,,,,,,
by ZIP Code,,,,,,,,,,,
,,,,,,,,,,,
,,,Calendar Year 2016,,,,,,,Change in Opioid Prescribing Rates 2013 to 2016,
State Name,State Abbreviation,ZIP Code,Part D Prescribers,Part D Opioid Prescribers,Opioid Claims,Extended Release Opioid Claims,Overall Claims,Opioid Prescribing Rate,Extended Release Opioid Prescribing Rate,Change in Opioid Prescribing Rate,Change in Extended Release Opioid Prescribing Rate 
Wisconsin,WI,54014,1,0,0,0,350,0.00,0.00,,
Wisconsin,WI,54016,62,27,"3,183",144,"81,432",3.91,4.52,-0.34,-0.88
Wisconsin,WI,54017,34,20,"2,912",217,"56,092",5.19,7.45,-0.70,2.63
Wisconsin,WI,54020,24,17,"1,793",144,"30,335",5.91,8.03,-1.54,-1.78
Wisconsin,WI,54021,6,3,382,17,"7,565",5.05,4.45,-0.68,-4.88
Wisconsin,WI,54022,32,20,"3,157",280,"62,628",5.04,8.87,-0.40,-0.59
Wisconsin,WI,54023,2,2,91,0,"2,919",3.12,0.00,3.12,0.00
Wisconsin,WI,54024,58,42,"4,266",198,"101,800",4.19,4.64,-2.97,-6.03
Wisconsin,WI,54025,4,4,418,13,"6,006",6.96,3.11,2.39,3.11
Wisconsin,WI,54082,1,1,14,0,71,19.72,0.00,19.72,0.00
Wisconsin,WI,54106,2,1,44,0,"2,286",1.92,0.00,-3.22,0.00
Wisconsin,WI,54107,4,2,167,0,"4,945",3.38,0.00,-0.45,0.00
Wisconsin,WI,54110,7,2,219,0,"12,257",1.79,0.00,-0.49,-5.91
Wisconsin,WI,54112,1,0,0,0,116,0.00,0.00,0.00,0.00
Wisconsin,WI,54114,5,4,804,0,"21,840",3.68,0.00,0.24,0.00
Wisconsin,WI,54115,72,33,"4,435",99,"161,787",2.74,2.23,-1.30,-2.57
Wisconsin,WI,54121,3,2,899,121,"11,109",8.09,13.46,-1.66,2.03
Wisconsin,WI,54124,4,2,"1,232",64,"28,113",4.38,5.19,0.57,5.19
Wisconsin,WI,54129,4,1,110,0,"2,757",3.99,0.00,-0.32,0.00
Wisconsin,WI,54130,21,14,"1,484",37,"58,951",2.52,2.49,-1.18,-0.86
Wisconsin,WI,54135,20,11,855,90,"17,241",4.96,10.53,-1.97,5.44
Wisconsin,WI,54136,12,6,708,34,"22,068",3.21,4.80,-0.56,-2.38
Wisconsin,WI,54138,5,3,475,0,"5,309",8.95,0.00,0.58,0.00
Wisconsin,WI,54139,2,2,406,30,"8,863",4.58,7.39,0.31,7.39
Wisconsin,WI,54140,9,6,554,40,"23,553",2.35,7.22,-1.31,1.02
Wisconsin,WI,54143,88,46,"8,350",215,"179,990",4.64,2.57,-0.54,-0.66
Wisconsin,WI,54149,2,2,658,33,"9,179",7.17,5.02,-1.79,-4.24
Wisconsin,WI,54151,9,7,"4,869",700,"12,520",38.89,14.38,8.60,-1.61
Wisconsin,WI,54153,18,9,626,0,"20,976",2.98,0.00,-1.27,-1.09
Wisconsin,WI,54154,23,14,"1,667",69,"30,866",5.40,4.14,1.01,-4.06
Wisconsin,WI,54155,17,7,470,0,"19,440",2.42,0.00,-0.14,-4.17
Wisconsin,WI,54157,7,4,954,37,"20,368",4.68,3.88,-2.07,-6.88
Wisconsin,WI,54159,1,1,13,0,78,16.67,0.00,5.89,0.00
Wisconsin,WI,54162,11,6,683,15,"21,703",3.15,2.20,-0.69,-2.37
Wisconsin,WI,54165,12,4,355,0,"12,336",2.88,0.00,-1.14,0.00
Wisconsin,WI,54166,53,33,"4,782",277,"107,530",4.45,5.79,-0.58,0.66
Wisconsin,WI,54169,1,1,35,0,71,49.30,0.00,49.30,0.00
Wisconsin,WI,54173,1,1,16,0,835,1.92,0.00,1.92,0.00
Wisconsin,WI,54174,2,1,22,0,"2,321",0.95,0.00,-1.36,0.00
Wisconsin,WI,54177,1,1,259,16,"3,734",6.94,6.18,-0.64,4.77
Wisconsin,WI,54180,2,2,85,0,"1,560",5.45,0.00,-1.03,0.00
Wisconsin,WI,54201,10,8,"1,363",82,"30,678",4.44,6.02,0.55,0.64
Wisconsin,WI,54208,8,5,309,0,"15,000",2.06,0.00,-1.90,0.00
Wisconsin,WI,54212,2,2,536,0,"16,256",3.30,0.00,-1.46,-4.18
Wisconsin,WI,54216,14,7,249,0,"11,428",2.18,0.00,-0.14,-6.76
Wisconsin,WI,54217,10,5,387,0,"28,281",1.37,0.00,-1.21,-1.36
Wisconsin,WI,54220,143,76,"13,080",821,"240,855",5.43,6.28,-1.97,-3.11
Wisconsin,WI,54228,3,1,13,0,"2,220",0.59,0.00,-1.25,0.00
Wisconsin,WI,54229,5,4,839,25,"22,789",3.68,2.98,0.59,2.98
Wisconsin,WI,54230,2,0,0,0,779,0.00,0.00,-2.48,0.00
Wisconsin,WI,54234,6,1,164,0,"4,915",3.34,0.00,-0.36,0.00
Wisconsin,WI,54235,55,27,"3,533",218,"90,822",3.89,6.17,-0.89,-0.04
Wisconsin,WI,54241,45,28,"3,235",57,"94,958",3.41,1.76,-0.37,-1.83
Wisconsin,WI,54245,3,1,40,0,"3,861",1.04,0.00,-1.28,0.00
Wisconsin,WI,54246,3,2,28,0,803,3.49,0.00,3.49,0.00
Wisconsin,WI,54301,303,136,"11,881",932,"290,551",4.09,7.84,-0.85,0.35
Wisconsin,WI,54302,20,4,117,0,"1,401",8.35,0.00,5.09,0.00
Wisconsin,WI,54303,134,67,"9,320",659,"223,334",4.17,7.07,-0.65,2.00
Wisconsin,WI,54304,101,41,"4,263",203,"59,706",7.14,4.76,2.21,2.38
Wisconsin,WI,54307,6,4,371,24,"8,995",4.12,6.47,0.00,-1.50
Wisconsin,WI,54311,260,148,"20,511","1,108","278,766",7.36,5.40,-1.55,-1.23
Wisconsin,WI,54313,68,44,"7,875",532,"188,922",4.17,6.76,0.07,2.12
Wisconsin,WI,54401,312,178,"20,335","1,115","328,468",6.19,5.48,0.46,0.36
Wisconsin,WI,54403,47,14,"2,617",208,"91,285",2.87,7.95,-0.39,2.90
Wisconsin,WI,54405,1,0,0,0,19,0.00,0.00,0.00,0.00
Wisconsin,WI,54406,2,0,0,0,104,0.00,0.00,-2.81,0.00
Wisconsin,WI,54407,1,1,24,0,50,48.00,0.00,15.62,0.00
Wisconsin,WI,54409,47,25,"3,115",160,"68,694",4.53,5.14,-1.08,1.19
Wisconsin,WI,54411,3,2,512,38,"1,559",32.84,7.42,16.48,-6.24
Wisconsin,WI,54414,2,1,205,13,"3,923",5.23,6.34,-5.32,-1.21
Wisconsin,WI,54416,5,3,863,0,"7,065",12.22,0.00,-3.57,-1.53
Wisconsin,WI,54421,11,8,613,0,"20,630",2.97,0.00,-0.81,-1.05
Wisconsin,WI,54425,1,0,0,0,12,0.00,0.00,0.00,0.00
Wisconsin,WI,54426,2,1,236,19,"4,579",5.15,8.05,0.71,-4.61
Wisconsin,WI,54427,1,0,0,0,153,0.00,0.00,0.00,0.00
Wisconsin,WI,54428,2,1,771,13,"11,385",6.77,1.69,0.43,1.69
Wisconsin,WI,54433,1,1,63,0,"1,116",5.65,0.00,0.91,0.00
Wisconsin,WI,54437,3,2,195,0,"5,575",3.50,0.00,0.40,0.00
Wisconsin,WI,54446,1,1,45,0,"1,427",3.15,0.00,-3.44,0.00
Wisconsin,WI,54448,2,0,0,0,65,0.00,0.00,0.00,0.00
Wisconsin,WI,54449,401,184,"16,071",652,"356,361",4.51,4.06,0.12,-0.11
Wisconsin,WI,54451,35,18,"1,473",40,"39,168",3.76,2.72,-1.03,-2.82
Wisconsin,WI,54452,44,28,"3,861",192,"69,390",5.56,4.97,0.12,0.25
Wisconsin,WI,54455,25,12,"2,568",14,"45,520",5.64,0.55,-0.03,-1.87
Wisconsin,WI,54456,17,9,982,15,"16,700",5.88,1.53,1.40,1.53
Wisconsin,WI,54457,4,2,168,12,"9,011",1.86,7.14,-1.51,-3.77
Wisconsin,WI,54460,3,1,39,0,"1,274",3.06,0.00,3.06,0.00
Wisconsin,WI,54466,1,0,0,0,40,0.00,0.00,0.00,0.00
Wisconsin,WI,54467,18,8,936,15,"23,369",4.01,1.60,-2.89,-10.89
Wisconsin,WI,54469,1,0,0,0,96,0.00,0.00,0.00,0.00
Wisconsin,WI,54470,2,2,302,33,"7,401",4.08,10.93,0.04,10.93
Wisconsin,WI,54474,1,0,0,0,66,0.00,0.00,0.00,0.00
Wisconsin,WI,54476,140,71,"5,665",156,"130,068",4.36,2.75,-2.29,-6.41
Wisconsin,WI,54481,168,101,"9,737",239,"212,822",4.58,2.45,-0.54,-0.44
Wisconsin,WI,54482,16,7,828,34,"19,001",4.36,4.11,0.06,4.11
Wisconsin,WI,54484,3,1,417,11,"9,029",4.62,2.64,0.23,-2.10
Wisconsin,WI,54486,1,1,226,0,"4,896",4.62,0.00,-2.44,0.00
Wisconsin,WI,54487,17,10,"1,667",120,"30,844",5.40,7.20,-0.63,-2.04
Wisconsin,WI,54494,91,57,"8,686",129,"190,270",4.57,1.49,-0.36,0.40
Wisconsin,WI,54495,5,3,71,0,992,7.16,0.00,-15.98,0.00
Wisconsin,WI,54499,4,3,315,0,"5,994",5.26,0.00,2.33,0.00
Wisconsin,WI,54501,107,62,"8,966",384,"151,016",5.94,4.28,0.01,0.69
Wisconsin,WI,54520,12,8,618,0,"14,586",4.24,0.00,0.31,0.00
Wisconsin,WI,54521,14,6,"2,707",226,"25,511",10.61,8.35,1.87,1.92
Wisconsin,WI,54534,3,2,453,13,"7,905",5.73,2.87,-0.89,0.00
Wisconsin,WI,54538,9,5,866,97,"11,243",7.70,11.20,-4.66,-3.39
Wisconsin,WI,54540,4,2,254,0,"8,356",3.04,0.00,-1.55,-7.46
Wisconsin,WI,54541,1,1,174,0,"4,810",3.62,0.00,-0.02,0.00
Wisconsin,WI,54547,3,0,0,0,146,0.00,0.00,-4.49,-6.79
Wisconsin,WI,54548,83,51,"6,566",628,"146,881",4.47,9.56,-2.07,-4.96
Wisconsin,WI,54552,18,11,"1,446",35,"41,696",3.47,2.42,-0.74,-2.24
Wisconsin,WI,54555,6,4,634,26,"14,528",4.36,4.10,-0.66,0.39
Wisconsin,WI,54556,1,0,0,0,29,0.00,0.00,0.00,0.00
Wisconsin,WI,54560,1,0,0,0,33,0.00,0.00,-4.50,0.00
Wisconsin,WI,54562,2,1,38,0,164,23.17,0.00,20.68,0.00
Wisconsin,WI,54566,1,0,0,0,47,0.00,0.00,0.00,0.00
Wisconsin,WI,54568,27,13,841,65,"16,437",5.12,7.73,-4.90,0.75
Wisconsin,WI,54601,730,389,"43,483","2,570","761,774",5.71,5.91,-0.13,0.65
Wisconsin,WI,54603,5,1,21,0,282,7.45,0.00,4.80,0.00
Wisconsin,WI,54610,1,0,0,0,29,0.00,0.00,0.00,0.00
Wisconsin,WI,54611,4,3,450,58,"6,511",6.91,12.89,-2.09,6.82
Wisconsin,WI,54612,11,6,829,82,"14,035",5.91,9.89,0.11,6.64
Wisconsin,WI,54614,1,0,0,0,101,0.00,0.00,,
Wisconsin,WI,54615,44,28,"4,018",219,"69,575",5.78,5.45,-0.11,-0.18
Wisconsin,WI,54619,8,1,236,13,"3,128",7.54,5.51,0.52,-9.66
Wisconsin,WI,54622,1,0,0,0,31,0.00,0.00,0.00,0.00
Wisconsin,WI,54630,2,1,50,0,"1,621",3.08,0.00,-1.27,0.00
Wisconsin,WI,54634,16,9,"1,421",112,"27,917",5.09,7.88,0.93,-8.21
Wisconsin,WI,54636,10,5,"2,018",123,"33,554",6.01,6.10,-0.31,1.42
Wisconsin,WI,54638,1,1,66,0,172,38.37,0.00,,
Wisconsin,WI,54639,5,5,"1,275",77,"15,287",8.34,6.04,2.24,-0.22
Wisconsin,WI,54642,1,0,0,0,12,0.00,0.00,,
Wisconsin,WI,54648,1,1,23,0,727,3.16,0.00,-0.77,0.00
Wisconsin,WI,54650,122,56,"5,881",219,"151,357",3.89,3.72,-0.50,0.33
Wisconsin,WI,54655,2,2,224,0,"4,055",5.52,0.00,0.63,0.00
Wisconsin,WI,54656,28,15,"3,356",310,"48,446",6.93,9.24,1.07,5.13
Wisconsin,WI,54660,54,31,"4,358",522,"63,568",6.86,11.98,-0.16,2.29
Wisconsin,WI,54665,42,35,"5,776",388,"84,929",6.80,6.72,1.38,0.06
Wisconsin,WI,54666,1,0,0,0,38,0.00,0.00,0.00,0.00
Wisconsin,WI,54667,8,4,"1,159",228,"11,835",9.79,19.67,0.89,12.67
Wisconsin,WI,54669,5,0,0,0,120,0.00,0.00,0.00,0.00
Wisconsin,WI,54701,370,180,"23,435","1,539","461,857",5.07,6.57,-0.14,0.57
Wisconsin,WI,54703,209,110,"13,072","1,586","231,701",5.64,12.13,0.13,0.69
Wisconsin,WI,54720,30,25,"1,414",0,"5,130",27.56,0.00,-9.05,-1.27
Wisconsin,WI,54722,2,2,347,0,"4,630",7.49,0.00,2.18,0.00
Wisconsin,WI,54724,25,13,"2,360",166,"42,990",5.49,7.03,-0.44,1.92
Wisconsin,WI,54727,4,3,"1,636",240,"10,823",15.12,14.67,4.81,5.59
Wisconsin,WI,54728,5,4,378,11,"9,520",3.97,2.91,-1.99,-1.40
Wisconsin,WI,54729,82,45,"7,571",481,"116,475",6.50,6.35,0.51,-0.86
Wisconsin,WI,54730,3,2,62,0,766,8.09,0.00,-3.80,0.00
Wisconsin,WI,54732,1,1,334,14,"8,045",4.15,4.19,-3.36,-0.24
Wisconsin,WI,54736,11,8,884,33,"22,579",3.92,3.73,-0.50,0.69
Wisconsin,WI,54739,1,0,0,0,90,0.00,0.00,-3.58,0.00
Wisconsin,WI,54740,1,1,44,0,553,7.96,0.00,5.35,0.00
Wisconsin,WI,54742,1,0,0,0,77,0.00,0.00,-13.10,0.00
Wisconsin,WI,54747,2,0,0,0,"1,100",0.00,0.00,0.00,0.00
Wisconsin,WI,54751,84,56,"8,387",483,"138,351",6.06,5.76,-0.20,-0.08
Wisconsin,WI,54755,12,4,954,101,"17,475",5.46,10.59,1.08,8.86
Wisconsin,WI,54758,12,11,"1,151",81,"18,302",6.29,7.04,0.14,2.64
Wisconsin,WI,54759,1,0,0,0,44,0.00,0.00,0.00,0.00
Wisconsin,WI,54767,2,0,0,0,125,0.00,0.00,-5.26,0.00
Wisconsin,WI,54768,8,4,738,38,"11,638",6.34,5.15,0.44,3.27
Wisconsin,WI,54769,1,0,0,0,13,0.00,0.00,,
Wisconsin,WI,54770,1,0,0,0,28,0.00,0.00,0.00,0.00
Wisconsin,WI,54771,3,2,"1,208",118,"14,145",8.54,9.77,0.34,-0.70
Wisconsin,WI,54773,10,8,652,11,"14,853",4.39,1.69,-0.19,-4.50
Wisconsin,WI,54801,30,16,"2,970",258,"48,068",6.18,8.69,-0.26,-2.25
Wisconsin,WI,54806,80,46,"6,281",343,"134,043",4.69,5.46,-0.40,1.79
Wisconsin,WI,54812,41,27,"3,871",260,"63,414",6.10,6.72,0.32,-1.02
Wisconsin,WI,54814,6,3,154,20,"1,948",7.91,12.99,1.42,-11.90
Wisconsin,WI,54817,1,1,17,0,102,16.67,0.00,-0.83,0.00
Wisconsin,WI,54819,1,0,0,0,42,0.00,0.00,0.00,0.00
Wisconsin,WI,54822,3,0,0,0,62,0.00,0.00,0.00,0.00
Wisconsin,WI,54824,4,3,88,0,567,15.52,0.00,7.24,0.00
Wisconsin,WI,54828,1,1,134,12,810,16.54,8.96,2.52,5.33
Wisconsin,WI,54829,12,9,"1,734",63,"33,827",5.13,3.63,-0.72,-3.03
Wisconsin,WI,54837,3,1,28,0,368,7.61,0.00,-0.52,0.00
Wisconsin,WI,54840,12,11,"1,394",50,"29,860",4.67,3.59,0.29,2.74
Wisconsin,WI,54843,39,27,"4,556",444,"74,450",6.12,9.75,-0.82,-1.07
Wisconsin,WI,54847,2,1,52,0,"2,070",2.51,0.00,-1.66,0.00
Wisconsin,WI,54848,23,13,"1,442",39,"29,390",4.91,2.70,-1.59,0.40
Wisconsin,WI,54849,4,1,24,0,455,5.27,0.00,0.75,0.00
Wisconsin,WI,54850,1,1,55,16,436,12.61,29.09,3.02,29.09
Wisconsin,WI,54853,3,1,111,12,"3,150",3.52,10.81,-3.97,3.97
Wisconsin,WI,54858,1,0,0,0,76,0.00,0.00,0.00,0.00
Wisconsin,WI,54859,4,3,249,13,"5,772",4.31,5.22,-0.98,-7.33
Wisconsin,WI,54867,1,1,18,0,74,24.32,0.00,4.14,0.00
Wisconsin,WI,54868,94,52,"7,480",470,"134,636",5.56,6.28,-0.59,0.64
Wisconsin,WI,54871,4,4,"1,207",104,"18,214",6.63,8.62,0.78,2.70
Wisconsin,WI,54872,1,0,0,0,461,0.00,0.00,-6.31,-9.40
Wisconsin,WI,54876,1,1,91,0,822,11.07,0.00,,
Wisconsin,WI,54880,63,30,"6,210",491,"129,494",4.80,7.91,-1.51,0.20
Wisconsin,WI,54889,2,2,51,0,606,8.42,0.00,1.40,-8.30
Wisconsin,WI,54891,2,1,263,0,"3,269",8.05,0.00,5.47,0.00
Wisconsin,WI,54893,6,3,773,90,"10,834",7.13,11.64,1.53,6.90
Wisconsin,WI,54901,52,21,"5,509",170,"143,787",3.83,3.09,-0.15,0.73
Wisconsin,WI,54902,53,24,"2,265",69,"68,192",3.32,3.05,-0.82,1.51
Wisconsin,WI,54904,185,106,"12,432",709,"230,380",5.40,5.70,0.23,1.57
Wisconsin,WI,54911,265,145,"16,497","1,474","312,350",5.28,8.93,-0.11,2.17
Wisconsin,WI,54913,138,98,"12,904",605,"195,714",6.59,4.69,-1.00,-1.24
Wisconsin,WI,54914,70,14,683,17,"29,201",2.34,2.49,-1.34,-2.61
Wisconsin,WI,54915,136,71,"6,907",350,"165,008",4.19,5.07,-0.85,-1.69
Wisconsin,WI,54923,36,26,"2,678",27,"53,794",4.98,1.01,-1.07,-0.09
Wisconsin,WI,54929,8,5,"1,019",73,"25,875",3.94,7.16,0.46,-1.03
Wisconsin,WI,54934,1,0,0,0,69,0.00,0.00,,
Wisconsin,WI,54935,239,119,"17,335","1,191","322,512",5.37,6.87,0.07,0.18
Wisconsin,WI,54937,25,19,"2,339",76,"67,269",3.48,3.25,-0.11,-2.17
Wisconsin,WI,54940,3,2,94,0,"1,351",6.96,0.00,-4.04,0.00
Wisconsin,WI,54941,7,6,"1,924",89,"38,142",5.04,4.63,-4.52,-9.36
Wisconsin,WI,54942,12,9,464,24,"14,418",3.22,5.17,-1.44,5.17
Wisconsin,WI,54944,4,1,14,0,254,5.51,0.00,5.51,0.00
Wisconsin,WI,54945,4,2,58,0,"1,773",3.27,0.00,0.29,0.00
Wisconsin,WI,54946,2,0,0,0,466,0.00,0.00,-20.20,0.00
Wisconsin,WI,54949,1,1,14,0,39,35.90,0.00,3.40,0.00
Wisconsin,WI,54950,2,1,14,0,105,13.33,0.00,-13.18,0.00
Wisconsin,WI,54952,55,27,"10,594","1,103","136,591",7.76,10.41,1.08,-0.31
Wisconsin,WI,54956,222,116,"12,345",431,"281,078",4.39,3.49,-0.49,-0.05
Wisconsin,WI,54961,37,29,"5,442",520,"110,274",4.93,9.56,0.06,1.60
Wisconsin,WI,54963,3,3,184,0,"2,001",9.20,0.00,-4.56,-6.97
Wisconsin,WI,54966,1,1,106,0,"5,862",1.81,0.00,-3.31,-9.61
Wisconsin,WI,54968,3,2,787,46,"16,507",4.77,5.84,-0.48,-0.85
Wisconsin,WI,54970,4,2,519,66,"7,979",6.50,12.72,1.35,12.72
Wisconsin,WI,54971,38,22,"2,866",154,"62,784",4.56,5.37,-1.06,-0.74
Wisconsin,WI,54981,49,32,"7,170",563,"127,886",5.61,7.85,-0.61,-1.23
Wisconsin,WI,54982,29,14,"1,898",170,"33,989",5.58,8.96,0.37,2.40
Wisconsin,WI,54983,3,0,0,0,397,0.00,0.00,-3.83,0.00
Wisconsin,WI,54984,18,14,"1,734",89,"32,332",5.36,5.13,-0.65,1.46
Wisconsin,WI,54985,18,0,0,0,"18,588",0.00,0.00,0.00,0.00
Wisconsin,WI,54986,4,3,110,0,"2,070",5.31,0.00,-0.70,-8.43
Wyoming,WY,82001,240,99,"11,984",882,"203,603",5.89,7.36,0.14,0.21
Wyoming,WY,82005,11,2,58,0,"1,977",2.93,0.00,2.93,0.00
Wyoming,WY,82007,6,2,49,0,"2,152",2.28,0.00,-6.96,-8.80
Wyoming,WY,82009,92,48,"6,045",128,"120,921",5.00,2.12,-0.95,0.19
Wyoming,WY,82070,45,19,"1,040",46,"23,333",4.46,4.42,-3.39,-3.49
Wyoming,WY,82072,39,14,"1,886",75,"40,769",4.63,3.98,0.91,-2.34
Wyoming,WY,82082,1,1,17,0,85,20.00,0.00,20.00,0.00
Wyoming,WY,82190,1,0,0,0,606,0.00,0.00,0.00,0.00
Wyoming,WY,82201,16,11,"1,249",67,"26,199",4.77,5.36,-1.42,1.91
Wyoming,WY,82225,2,1,66,0,"2,803",2.35,0.00,-0.21,0.00
Wyoming,WY,82240,25,8,"1,466",129,"36,332",4.04,8.80,-0.12,5.70
Wyoming,WY,82301,15,9,"1,412",20,"19,851",7.11,1.42,1.30,-0.04
Wyoming,WY,82324,1,0,0,0,17,0.00,0.00,,
Wyoming,WY,82327,1,1,40,0,986,4.06,0.00,-4.36,-32.28
Wyoming,WY,82329,2,2,92,0,"1,772",5.19,0.00,-1.10,0.00
Wyoming,WY,82331,5,2,103,14,"1,850",5.57,13.59,0.19,3.71
Wyoming,WY,82401,16,9,"2,123",233,"38,373",5.53,10.98,-0.51,1.16
Wyoming,WY,82410,9,7,"1,159",69,"18,638",6.22,5.95,-1.73,3.21
Wyoming,WY,82414,88,57,"4,997",270,"79,080",6.32,5.40,-0.58,-1.96
Wyoming,WY,82426,2,0,0,0,91,0.00,0.00,0.00,0.00
Wyoming,WY,82431,8,6,"1,428",66,"20,785",6.87,4.62,0.66,-0.96
Wyoming,WY,82435,47,26,"2,912",107,"39,249",7.42,3.67,0.02,-0.79
Wyoming,WY,82443,14,11,"2,190",189,"40,540",5.40,8.63,0.63,2.42
Wyoming,WY,82501,42,18,"1,491",62,"48,051",3.10,4.16,-0.42,-0.86
Wyoming,WY,82510,8,5,792,26,"8,046",9.84,3.28,1.19,1.04
Wyoming,WY,82513,3,3,779,197,"3,848",20.24,25.29,15.05,25.29
Wyoming,WY,82514,12,7,630,95,"11,383",5.53,15.08,1.66,0.52
Wyoming,WY,82520,62,39,"3,925",288,"63,448",6.19,7.34,-0.23,-1.28
Wyoming,WY,82601,228,104,"10,486",900,"224,499",4.67,8.58,-0.35,-0.75
Wyoming,WY,82604,20,10,621,0,"9,422",6.59,0.00,-0.98,0.00
Wyoming,WY,82609,104,75,"8,207",436,"115,276",7.12,5.31,-0.44,0.12
Wyoming,WY,82633,34,20,"2,054",171,"30,068",6.83,8.33,0.14,3.13
Wyoming,WY,82637,3,2,215,12,"4,535",4.74,5.58,-1.37,5.58
Wyoming,WY,82701,14,9,"1,594",169,"19,368",8.23,10.60,-1.54,-0.11
Wyoming,WY,82716,91,48,"4,719",175,"96,758",4.88,3.71,-0.47,-1.26
Wyoming,WY,82718,15,10,"2,910",306,"13,074",22.26,10.52,15.95,10.52
Wyoming,WY,82721,3,3,199,0,"3,418",5.82,0.00,5.82,0.00
Wyoming,WY,82729,5,2,110,0,"3,050",3.61,0.00,-0.82,0.00
Wyoming,WY,82801,114,50,"5,922",241,"117,701",5.03,4.07,-0.24,-1.27
Wyoming,WY,82833,1,0,0,0,48,0.00,0.00,,
Wyoming,WY,82834,18,10,"1,215",76,"25,810",4.71,6.26,0.00,-3.93
Wyoming,WY,82839,2,0,0,0,76,0.00,0.00,0.00,0.00
Wyoming,WY,82901,83,48,"5,766",444,"81,152",7.11,7.70,-1.23,-2.57
Wyoming,WY,82930,54,25,"4,732",659,"54,024",8.76,13.93,1.71,5.57
Wyoming,WY,82935,13,5,474,17,"10,095",4.70,3.59,-1.57,-8.47
Wyoming,WY,82937,7,4,449,34,"4,958",9.06,7.57,-0.53,-3.16
Wyoming,WY,82939,1,1,187,24,"3,264",5.73,12.83,4.94,12.83
Wyoming,WY,82941,11,3,285,0,"4,633",6.15,0.00,1.31,-7.77
Wyoming,WY,83001,82,29,"2,257",59,"33,675",6.70,2.61,0.42,-3.38
Wyoming,WY,83013,2,0,0,0,116,0.00,0.00,-8.18,0.00
Wyoming,WY,83014,14,7,673,28,"11,993",5.61,4.16,-0.56,-1.43
Wyoming,WY,83101,8,4,437,40,"9,943",4.40,9.15,-0.07,-9.25
Wyoming,WY,83110,20,13,"2,126",271,"22,070",9.63,12.75,0.42,4.15
Wyoming,WY,83113,9,8,725,21,"11,173",6.49,2.90,3.09,2.90
Wyoming,WY,83116,2,0,0,0,65,0.00,0.00,0.00,0.00
Wyoming,WY,83120,1,0,0,0,28,0.00,0.00,0.00,0.00
Wyoming,WY,83127,6,2,182,16,"4,197",4.34,8.79,-2.17,-5.95
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
